pin,bank,site,tile,pin_function
AA21,0,IPAD_X1Y78,MONITOR_BOT_X157Y131,VP_0
AB20,0,IPAD_X1Y79,MONITOR_BOT_X157Y131,VN_0
AR35,13,IOB_X0Y49,LIOB18_SING_X81Y51,IO_0_VRN_13
AY34,13,IOB_X0Y48,LIOB18_X81Y49,IO_L1P_T0_13
BA35,13,IOB_X0Y47,LIOB18_X81Y49,IO_L1N_T0_13
AV36,13,IOB_X0Y46,LIOB18_X81Y47,IO_L2P_T0_13
AW36,13,IOB_X0Y45,LIOB18_X81Y47,IO_L2N_T0_13
BA34,13,IOB_X0Y44,LIOB18_X81Y45,IO_L3P_T0_DQS_13
BB34,13,IOB_X0Y43,LIOB18_X81Y45,IO_L3N_T0_DQS_13
BA36,13,IOB_X0Y42,LIOB18_X81Y43,IO_L4P_T0_13
BB36,13,IOB_X0Y41,LIOB18_X81Y43,IO_L4N_T0_13
BB32,13,IOB_X0Y40,LIOB18_X81Y41,IO_L5P_T0_13
BB33,13,IOB_X0Y39,LIOB18_X81Y41,IO_L5N_T0_13
AW35,13,IOB_X0Y38,LIOB18_X81Y39,IO_L6P_T0_13
AY35,13,IOB_X0Y37,LIOB18_X81Y39,IO_L6N_T0_VREF_13
AT34,13,IOB_X0Y36,LIOB18_X81Y37,IO_L7P_T1_13
AU34,13,IOB_X0Y35,LIOB18_X81Y37,IO_L7N_T1_13
AT36,13,IOB_X0Y34,LIOB18_X81Y35,IO_L8P_T1_13
AU36,13,IOB_X0Y33,LIOB18_X81Y35,IO_L8N_T1_13
AT32,13,IOB_X0Y32,LIOB18_X81Y33,IO_L9P_T1_DQS_13
AU33,13,IOB_X0Y31,LIOB18_X81Y33,IO_L9N_T1_DQS_13
AR34,13,IOB_X0Y30,LIOB18_X81Y31,IO_L10P_T1_13
AT35,13,IOB_X0Y29,LIOB18_X81Y31,IO_L10N_T1_13
AU32,13,IOB_X0Y28,LIOB18_X81Y29,IO_L11P_T1_SRCC_13
AV33,13,IOB_X0Y27,LIOB18_X81Y29,IO_L11N_T1_SRCC_13
AW32,13,IOB_X0Y26,LIOB18_X81Y27,IO_L12P_T1_MRCC_13
AW33,13,IOB_X0Y25,LIOB18_X81Y27,IO_L12N_T1_MRCC_13
AV34,13,IOB_X0Y24,LIOB18_X81Y24,IO_L13P_T2_MRCC_13
AV35,13,IOB_X0Y23,LIOB18_X81Y24,IO_L13N_T2_MRCC_13
AY32,13,IOB_X0Y22,LIOB18_X81Y22,IO_L14P_T2_SRCC_13
AY33,13,IOB_X0Y21,LIOB18_X81Y22,IO_L14N_T2_SRCC_13
BA31,13,IOB_X0Y20,LIOB18_X81Y20,IO_L15P_T2_DQS_13
BA32,13,IOB_X0Y19,LIOB18_X81Y20,IO_L15N_T2_DQS_13
AW30,13,IOB_X0Y18,LIOB18_X81Y18,IO_L16P_T2_13
AY30,13,IOB_X0Y17,LIOB18_X81Y18,IO_L16N_T2_13
BA30,13,IOB_X0Y16,LIOB18_X81Y16,IO_L17P_T2_13
BB31,13,IOB_X0Y15,LIOB18_X81Y16,IO_L17N_T2_13
AV30,13,IOB_X0Y14,LIOB18_X81Y14,IO_L18P_T2_13
AW31,13,IOB_X0Y13,LIOB18_X81Y14,IO_L18N_T2_13
AR30,13,IOB_X0Y12,LIOB18_X81Y12,IO_L19P_T3_13
AT30,13,IOB_X0Y11,LIOB18_X81Y12,IO_L19N_T3_VREF_13
AU31,13,IOB_X0Y10,LIOB18_X81Y10,IO_L20P_T3_13
AV31,13,IOB_X0Y9,LIOB18_X81Y10,IO_L20N_T3_13
AN30,13,IOB_X0Y8,LIOB18_X81Y8,IO_L21P_T3_DQS_13
AP30,13,IOB_X0Y7,LIOB18_X81Y8,IO_L21N_T3_DQS_13
AP32,13,IOB_X0Y6,LIOB18_X81Y6,IO_L22P_T3_13
AR32,13,IOB_X0Y5,LIOB18_X81Y6,IO_L22N_T3_13
AN31,13,IOB_X0Y4,LIOB18_X81Y4,IO_L23P_T3_13
AP31,13,IOB_X0Y3,LIOB18_X81Y4,IO_L23N_T3_13
AP33,13,IOB_X0Y2,LIOB18_X81Y2,IO_L24P_T3_13
AR33,13,IOB_X0Y1,LIOB18_X81Y2,IO_L24N_T3_13
AT31,13,IOB_X0Y0,LIOB18_SING_X81Y1,IO_25_VRP_13
AH35,14,IOB_X0Y99,LIOB18_SING_X81Y103,IO_0_VRN_14
AM36,14,IOB_X0Y98,LIOB18_X81Y101,IO_L1P_T0_D00_MOSI_14
AN36,14,IOB_X0Y97,LIOB18_X81Y101,IO_L1N_T0_D01_DIN_14
AJ36,14,IOB_X0Y96,LIOB18_X81Y99,IO_L2P_T0_D02_14
AJ37,14,IOB_X0Y95,LIOB18_X81Y99,IO_L2N_T0_D03_14
AP36,14,IOB_X0Y94,LIOB18_X81Y97,IO_L3P_T0_DQS_PUDC_B_14
AP37,14,IOB_X0Y93,LIOB18_X81Y97,IO_L3N_T0_DQS_EMCCLK_14
AK37,14,IOB_X0Y92,LIOB18_X81Y95,IO_L4P_T0_D04_14
AL37,14,IOB_X0Y91,LIOB18_X81Y95,IO_L4N_T0_D05_14
AN35,14,IOB_X0Y90,LIOB18_X81Y93,IO_L5P_T0_D06_14
AP35,14,IOB_X0Y89,LIOB18_X81Y93,IO_L5N_T0_D07_14
AL36,14,IOB_X0Y88,LIOB18_X81Y91,IO_L6P_T0_FCS_B_14
AM37,14,IOB_X0Y87,LIOB18_X81Y91,IO_L6N_T0_D08_VREF_14
AG33,14,IOB_X0Y86,LIOB18_X81Y89,IO_L7P_T1_D09_14
AH33,14,IOB_X0Y85,LIOB18_X81Y89,IO_L7N_T1_D10_14
AK35,14,IOB_X0Y84,LIOB18_X81Y87,IO_L8P_T1_D11_14
AL35,14,IOB_X0Y83,LIOB18_X81Y87,IO_L8N_T1_D12_14
AH31,14,IOB_X0Y82,LIOB18_X81Y85,IO_L9P_T1_DQS_14
AJ31,14,IOB_X0Y81,LIOB18_X81Y85,IO_L9N_T1_DQS_D13_14
AH34,14,IOB_X0Y80,LIOB18_X81Y83,IO_L10P_T1_D14_14
AJ35,14,IOB_X0Y79,LIOB18_X81Y83,IO_L10N_T1_D15_14
AJ33,14,IOB_X0Y78,LIOB18_X81Y81,IO_L11P_T1_SRCC_14
AK33,14,IOB_X0Y77,LIOB18_X81Y81,IO_L11N_T1_SRCC_14
AK34,14,IOB_X0Y76,LIOB18_X81Y79,IO_L12P_T1_MRCC_14
AL34,14,IOB_X0Y75,LIOB18_X81Y79,IO_L12N_T1_MRCC_14
AJ32,14,IOB_X0Y74,LIOB18_X81Y76,IO_L13P_T2_MRCC_14
AK32,14,IOB_X0Y73,LIOB18_X81Y76,IO_L13N_T2_MRCC_14
AL31,14,IOB_X0Y72,LIOB18_X81Y74,IO_L14P_T2_SRCC_14
AL32,14,IOB_X0Y71,LIOB18_X81Y74,IO_L14N_T2_SRCC_14
AM34,14,IOB_X0Y70,LIOB18_X81Y72,IO_L15P_T2_DQS_RDWR_B_14
AN34,14,IOB_X0Y69,LIOB18_X81Y72,IO_L15N_T2_DQS_DOUT_CSO_B_14
AM31,14,IOB_X0Y68,LIOB18_X81Y70,IO_L16P_T2_CSI_B_14
AM32,14,IOB_X0Y67,LIOB18_X81Y70,IO_L16N_T2_A15_D31_14
AM33,14,IOB_X0Y66,LIOB18_X81Y68,IO_L17P_T2_A14_D30_14
AN33,14,IOB_X0Y65,LIOB18_X81Y68,IO_L17N_T2_A13_D29_14
AL29,14,IOB_X0Y64,LIOB18_X81Y66,IO_L18P_T2_A12_D28_14
AL30,14,IOB_X0Y63,LIOB18_X81Y66,IO_L18N_T2_A11_D27_14
AH29,14,IOB_X0Y62,LIOB18_X81Y64,IO_L19P_T3_A10_D26_14
AH30,14,IOB_X0Y61,LIOB18_X81Y64,IO_L19N_T3_A09_D25_VREF_14
AJ30,14,IOB_X0Y60,LIOB18_X81Y62,IO_L20P_T3_A08_D24_14
AK30,14,IOB_X0Y59,LIOB18_X81Y62,IO_L20N_T3_A07_D23_14
AF29,14,IOB_X0Y58,LIOB18_X81Y60,IO_L21P_T3_DQS_14
AG29,14,IOB_X0Y57,LIOB18_X81Y60,IO_L21N_T3_DQS_A06_D22_14
AK28,14,IOB_X0Y56,LIOB18_X81Y58,IO_L22P_T3_A05_D21_14
AK29,14,IOB_X0Y55,LIOB18_X81Y58,IO_L22N_T3_A04_D20_14
AF30,14,IOB_X0Y54,LIOB18_X81Y56,IO_L23P_T3_A03_D19_14
AG31,14,IOB_X0Y53,LIOB18_X81Y56,IO_L23N_T3_A02_D18_14
AH28,14,IOB_X0Y52,LIOB18_X81Y54,IO_L24P_T3_A01_D17_14
AJ28,14,IOB_X0Y51,LIOB18_X81Y54,IO_L24N_T3_A00_D16_14
AG32,14,IOB_X0Y50,LIOB18_SING_X81Y53,IO_25_VRP_14
AM38,15,IOB_X0Y149,LIOB18_SING_X81Y155,IO_0_VRN_15
AN38,15,IOB_X0Y148,LIOB18_X81Y153,IO_L1P_T0_AD0P_15
AP38,15,IOB_X0Y147,LIOB18_X81Y153,IO_L1N_T0_AD0N_15
AM41,15,IOB_X0Y146,LIOB18_X81Y151,IO_L2P_T0_AD8P_15
AM42,15,IOB_X0Y145,LIOB18_X81Y151,IO_L2N_T0_AD8N_15
AR38,15,IOB_X0Y144,LIOB18_X81Y149,IO_L3P_T0_DQS_AD1P_15
AR39,15,IOB_X0Y143,LIOB18_X81Y149,IO_L3N_T0_DQS_AD1N_15
AN40,15,IOB_X0Y142,LIOB18_X81Y147,IO_L4P_T0_15
AN41,15,IOB_X0Y141,LIOB18_X81Y147,IO_L4N_T0_15
AR37,15,IOB_X0Y140,LIOB18_X81Y145,IO_L5P_T0_AD9P_15
AT37,15,IOB_X0Y139,LIOB18_X81Y145,IO_L5N_T0_AD9N_15
AM39,15,IOB_X0Y138,LIOB18_X81Y143,IO_L6P_T0_15
AN39,15,IOB_X0Y137,LIOB18_X81Y143,IO_L6N_T0_VREF_15
AP40,15,IOB_X0Y136,LIOB18_X81Y141,IO_L7P_T1_AD2P_15
AR40,15,IOB_X0Y135,LIOB18_X81Y141,IO_L7N_T1_AD2N_15
AP41,15,IOB_X0Y134,LIOB18_X81Y139,IO_L8P_T1_AD10P_15
AP42,15,IOB_X0Y133,LIOB18_X81Y139,IO_L8N_T1_AD10N_15
AT39,15,IOB_X0Y132,LIOB18_X81Y137,IO_L9P_T1_DQS_AD3P_15
AT40,15,IOB_X0Y131,LIOB18_X81Y137,IO_L9N_T1_DQS_AD3N_15
AR42,15,IOB_X0Y130,LIOB18_X81Y135,IO_L10P_T1_AD11P_15
AT42,15,IOB_X0Y129,LIOB18_X81Y135,IO_L10N_T1_AD11N_15
AU39,15,IOB_X0Y128,LIOB18_X81Y133,IO_L11P_T1_SRCC_15
AV39,15,IOB_X0Y127,LIOB18_X81Y133,IO_L11N_T1_SRCC_15
AU38,15,IOB_X0Y126,LIOB18_X81Y131,IO_L12P_T1_MRCC_15
AV38,15,IOB_X0Y125,LIOB18_X81Y131,IO_L12N_T1_MRCC_15
AV40,15,IOB_X0Y124,LIOB18_X81Y128,IO_L13P_T2_MRCC_15
AW40,15,IOB_X0Y123,LIOB18_X81Y128,IO_L13N_T2_MRCC_15
AY39,15,IOB_X0Y122,LIOB18_X81Y126,IO_L14P_T2_SRCC_15
AY40,15,IOB_X0Y121,LIOB18_X81Y126,IO_L14N_T2_SRCC_15
AW37,15,IOB_X0Y120,LIOB18_X81Y124,IO_L15P_T2_DQS_15
AY37,15,IOB_X0Y119,LIOB18_X81Y124,IO_L15N_T2_DQS_ADV_B_15
BA37,15,IOB_X0Y118,LIOB18_X81Y122,IO_L16P_T2_A28_15
BB37,15,IOB_X0Y117,LIOB18_X81Y122,IO_L16N_T2_A27_15
AW38,15,IOB_X0Y116,LIOB18_X81Y120,IO_L17P_T2_A26_15
AY38,15,IOB_X0Y115,LIOB18_X81Y120,IO_L17N_T2_A25_15
BB38,15,IOB_X0Y114,LIOB18_X81Y118,IO_L18P_T2_A24_15
BB39,15,IOB_X0Y113,LIOB18_X81Y118,IO_L18N_T2_A23_15
BA39,15,IOB_X0Y112,LIOB18_X81Y116,IO_L19P_T3_A22_15
BA40,15,IOB_X0Y111,LIOB18_X81Y116,IO_L19N_T3_A21_VREF_15
AT41,15,IOB_X0Y110,LIOB18_X81Y114,IO_L20P_T3_A20_15
AU42,15,IOB_X0Y109,LIOB18_X81Y114,IO_L20N_T3_A19_15
AY42,15,IOB_X0Y108,LIOB18_X81Y112,IO_L21P_T3_DQS_15
BA42,15,IOB_X0Y107,LIOB18_X81Y112,IO_L21N_T3_DQS_A18_15
AU41,15,IOB_X0Y106,LIOB18_X81Y110,IO_L22P_T3_A17_15
AV41,15,IOB_X0Y105,LIOB18_X81Y110,IO_L22N_T3_A16_15
BA41,15,IOB_X0Y104,LIOB18_X81Y108,IO_L23P_T3_FOE_B_15
BB41,15,IOB_X0Y103,LIOB18_X81Y108,IO_L23N_T3_FWE_B_15
AW41,15,IOB_X0Y102,LIOB18_X81Y106,IO_L24P_T3_RS1_15
AW42,15,IOB_X0Y101,LIOB18_X81Y106,IO_L24N_T3_RS0_15
AU37,15,IOB_X0Y100,LIOB18_SING_X81Y105,IO_25_VRP_15
Y34,16,IOB_X0Y199,LIOB18_SING_X81Y207,IO_0_VRN_16
AF35,16,IOB_X0Y198,LIOB18_X81Y205,IO_L1P_T0_16
AF36,16,IOB_X0Y197,LIOB18_X81Y205,IO_L1N_T0_16
AE37,16,IOB_X0Y196,LIOB18_X81Y203,IO_L2P_T0_16
AF37,16,IOB_X0Y195,LIOB18_X81Y203,IO_L2N_T0_16
AF34,16,IOB_X0Y194,LIOB18_X81Y201,IO_L3P_T0_DQS_16
AG34,16,IOB_X0Y193,LIOB18_X81Y201,IO_L3N_T0_DQS_16
AD36,16,IOB_X0Y192,LIOB18_X81Y199,IO_L4P_T0_16
AD37,16,IOB_X0Y191,LIOB18_X81Y199,IO_L4N_T0_16
AC35,16,IOB_X0Y190,LIOB18_X81Y197,IO_L5P_T0_16
AC36,16,IOB_X0Y189,LIOB18_X81Y197,IO_L5N_T0_16
AG36,16,IOB_X0Y188,LIOB18_X81Y195,IO_L6P_T0_16
AH36,16,IOB_X0Y187,LIOB18_X81Y195,IO_L6N_T0_VREF_16
Y37,16,IOB_X0Y186,LIOB18_X81Y193,IO_L7P_T1_16
AA37,16,IOB_X0Y185,LIOB18_X81Y193,IO_L7N_T1_16
Y35,16,IOB_X0Y184,LIOB18_X81Y191,IO_L8P_T1_16
AA36,16,IOB_X0Y183,LIOB18_X81Y191,IO_L8N_T1_16
AB36,16,IOB_X0Y182,LIOB18_X81Y189,IO_L9P_T1_DQS_16
AB37,16,IOB_X0Y181,LIOB18_X81Y189,IO_L9N_T1_DQS_16
AA34,16,IOB_X0Y180,LIOB18_X81Y187,IO_L10P_T1_16
AA35,16,IOB_X0Y179,LIOB18_X81Y187,IO_L10N_T1_16
AB31,16,IOB_X0Y178,LIOB18_X81Y185,IO_L11P_T1_SRCC_16
AB32,16,IOB_X0Y177,LIOB18_X81Y185,IO_L11N_T1_SRCC_16
AB33,16,IOB_X0Y176,LIOB18_X81Y183,IO_L12P_T1_MRCC_16
AC33,16,IOB_X0Y175,LIOB18_X81Y183,IO_L12N_T1_MRCC_16
AD32,16,IOB_X0Y174,LIOB18_X81Y180,IO_L13P_T2_MRCC_16
AD33,16,IOB_X0Y173,LIOB18_X81Y180,IO_L13N_T2_MRCC_16
AC34,16,IOB_X0Y172,LIOB18_X81Y178,IO_L14P_T2_SRCC_16
AD35,16,IOB_X0Y171,LIOB18_X81Y178,IO_L14N_T2_SRCC_16
AE32,16,IOB_X0Y170,LIOB18_X81Y176,IO_L15P_T2_DQS_16
AE33,16,IOB_X0Y169,LIOB18_X81Y176,IO_L15N_T2_DQS_16
AF31,16,IOB_X0Y168,LIOB18_X81Y174,IO_L16P_T2_16
AF32,16,IOB_X0Y167,LIOB18_X81Y174,IO_L16N_T2_16
AE34,16,IOB_X0Y166,LIOB18_X81Y172,IO_L17P_T2_16
AE35,16,IOB_X0Y165,LIOB18_X81Y172,IO_L17N_T2_16
AE29,16,IOB_X0Y164,LIOB18_X81Y170,IO_L18P_T2_16
AE30,16,IOB_X0Y163,LIOB18_X81Y170,IO_L18N_T2_16
Y32,16,IOB_X0Y162,LIOB18_X81Y168,IO_L19P_T3_16
Y33,16,IOB_X0Y161,LIOB18_X81Y168,IO_L19N_T3_VREF_16
AC31,16,IOB_X0Y160,LIOB18_X81Y166,IO_L20P_T3_16
AD31,16,IOB_X0Y159,LIOB18_X81Y166,IO_L20N_T3_16
AA31,16,IOB_X0Y158,LIOB18_X81Y164,IO_L21P_T3_DQS_16
AA32,16,IOB_X0Y157,LIOB18_X81Y164,IO_L21N_T3_DQS_16
AC30,16,IOB_X0Y156,LIOB18_X81Y162,IO_L22P_T3_16
AD30,16,IOB_X0Y155,LIOB18_X81Y162,IO_L22N_T3_16
AA29,16,IOB_X0Y154,LIOB18_X81Y160,IO_L23P_T3_16
AA30,16,IOB_X0Y153,LIOB18_X81Y160,IO_L23N_T3_16
AB29,16,IOB_X0Y152,LIOB18_X81Y158,IO_L24P_T3_16
AC29,16,IOB_X0Y151,LIOB18_X81Y158,IO_L24N_T3_16
AB34,16,IOB_X0Y150,LIOB18_SING_X81Y157,IO_25_VRP_16
Y38,17,IOB_X0Y249,LIOB18_SING_X81Y259,IO_0_VRN_17
AB41,17,IOB_X0Y248,LIOB18_X81Y257,IO_L1P_T0_17
AB42,17,IOB_X0Y247,LIOB18_X81Y257,IO_L1N_T0_17
W40,17,IOB_X0Y246,LIOB18_X81Y255,IO_L2P_T0_17
Y40,17,IOB_X0Y245,LIOB18_X81Y255,IO_L2N_T0_17
Y39,17,IOB_X0Y244,LIOB18_X81Y253,IO_L3P_T0_DQS_17
AA39,17,IOB_X0Y243,LIOB18_X81Y253,IO_L3N_T0_DQS_17
Y42,17,IOB_X0Y242,LIOB18_X81Y251,IO_L4P_T0_17
AA42,17,IOB_X0Y241,LIOB18_X81Y251,IO_L4N_T0_17
AB38,17,IOB_X0Y240,LIOB18_X81Y249,IO_L5P_T0_17
AB39,17,IOB_X0Y239,LIOB18_X81Y249,IO_L5N_T0_17
AA40,17,IOB_X0Y238,LIOB18_X81Y247,IO_L6P_T0_17
AA41,17,IOB_X0Y237,LIOB18_X81Y247,IO_L6N_T0_VREF_17
AC38,17,IOB_X0Y236,LIOB18_X81Y245,IO_L7P_T1_17
AC39,17,IOB_X0Y235,LIOB18_X81Y245,IO_L7N_T1_17
AD42,17,IOB_X0Y234,LIOB18_X81Y243,IO_L8P_T1_17
AE42,17,IOB_X0Y233,LIOB18_X81Y243,IO_L8N_T1_17
AD38,17,IOB_X0Y232,LIOB18_X81Y241,IO_L9P_T1_DQS_17
AE38,17,IOB_X0Y231,LIOB18_X81Y241,IO_L9N_T1_DQS_17
AC40,17,IOB_X0Y230,LIOB18_X81Y239,IO_L10P_T1_17
AC41,17,IOB_X0Y229,LIOB18_X81Y239,IO_L10N_T1_17
AE39,17,IOB_X0Y228,LIOB18_X81Y237,IO_L11P_T1_SRCC_17
AE40,17,IOB_X0Y227,LIOB18_X81Y237,IO_L11N_T1_SRCC_17
AD40,17,IOB_X0Y226,LIOB18_X81Y235,IO_L12P_T1_MRCC_17
AD41,17,IOB_X0Y225,LIOB18_X81Y235,IO_L12N_T1_MRCC_17
AF39,17,IOB_X0Y224,LIOB18_X81Y232,IO_L13P_T2_MRCC_17
AF40,17,IOB_X0Y223,LIOB18_X81Y232,IO_L13N_T2_MRCC_17
AF41,17,IOB_X0Y222,LIOB18_X81Y230,IO_L14P_T2_SRCC_17
AG41,17,IOB_X0Y221,LIOB18_X81Y230,IO_L14N_T2_SRCC_17
AG39,17,IOB_X0Y220,LIOB18_X81Y228,IO_L15P_T2_DQS_17
AH39,17,IOB_X0Y219,LIOB18_X81Y228,IO_L15N_T2_DQS_17
AF42,17,IOB_X0Y218,LIOB18_X81Y226,IO_L16P_T2_17
AG42,17,IOB_X0Y217,LIOB18_X81Y226,IO_L16N_T2_17
AG38,17,IOB_X0Y216,LIOB18_X81Y224,IO_L17P_T2_17
AH38,17,IOB_X0Y215,LIOB18_X81Y224,IO_L17N_T2_17
AJ38,17,IOB_X0Y214,LIOB18_X81Y222,IO_L18P_T2_17
AK38,17,IOB_X0Y213,LIOB18_X81Y222,IO_L18N_T2_17
AK40,17,IOB_X0Y212,LIOB18_X81Y220,IO_L19P_T3_17
AL40,17,IOB_X0Y211,LIOB18_X81Y220,IO_L19N_T3_VREF_17
AH40,17,IOB_X0Y210,LIOB18_X81Y218,IO_L20P_T3_17
AH41,17,IOB_X0Y209,LIOB18_X81Y218,IO_L20N_T3_17
AL41,17,IOB_X0Y208,LIOB18_X81Y216,IO_L21P_T3_DQS_17
AL42,17,IOB_X0Y207,LIOB18_X81Y216,IO_L21N_T3_DQS_17
AJ40,17,IOB_X0Y206,LIOB18_X81Y214,IO_L22P_T3_17
AJ41,17,IOB_X0Y205,LIOB18_X81Y214,IO_L22N_T3_17
AK39,17,IOB_X0Y204,LIOB18_X81Y212,IO_L23P_T3_17
AL39,17,IOB_X0Y203,LIOB18_X81Y212,IO_L23N_T3_17
AJ42,17,IOB_X0Y202,LIOB18_X81Y210,IO_L24P_T3_17
AK42,17,IOB_X0Y201,LIOB18_X81Y210,IO_L24N_T3_17
AG37,17,IOB_X0Y200,LIOB18_SING_X81Y209,IO_25_VRP_17
N35,18,IOB_X0Y299,LIOB18_SING_X81Y311,IO_0_VRN_18
T34,18,IOB_X0Y298,LIOB18_X81Y309,IO_L1P_T0_18
R35,18,IOB_X0Y297,LIOB18_X81Y309,IO_L1N_T0_18
N33,18,IOB_X0Y296,LIOB18_X81Y307,IO_L2P_T0_18
N34,18,IOB_X0Y295,LIOB18_X81Y307,IO_L2N_T0_18
R33,18,IOB_X0Y294,LIOB18_X81Y305,IO_L3P_T0_DQS_18
R34,18,IOB_X0Y293,LIOB18_X81Y305,IO_L3N_T0_DQS_18
P35,18,IOB_X0Y292,LIOB18_X81Y303,IO_L4P_T0_18
P36,18,IOB_X0Y291,LIOB18_X81Y303,IO_L4N_T0_18
T32,18,IOB_X0Y290,LIOB18_X81Y301,IO_L5P_T0_18
R32,18,IOB_X0Y289,LIOB18_X81Y301,IO_L5N_T0_18
P32,18,IOB_X0Y288,LIOB18_X81Y299,IO_L6P_T0_18
P33,18,IOB_X0Y287,LIOB18_X81Y299,IO_L6N_T0_VREF_18
T36,18,IOB_X0Y286,LIOB18_X81Y297,IO_L7P_T1_18
R37,18,IOB_X0Y285,LIOB18_X81Y297,IO_L7N_T1_18
P37,18,IOB_X0Y284,LIOB18_X81Y295,IO_L8P_T1_18
P38,18,IOB_X0Y283,LIOB18_X81Y295,IO_L8N_T1_18
U34,18,IOB_X0Y282,LIOB18_X81Y293,IO_L9P_T1_DQS_18
T35,18,IOB_X0Y281,LIOB18_X81Y293,IO_L9N_T1_DQS_18
R38,18,IOB_X0Y280,LIOB18_X81Y291,IO_L10P_T1_18
R39,18,IOB_X0Y279,LIOB18_X81Y291,IO_L10N_T1_18
U37,18,IOB_X0Y278,LIOB18_X81Y289,IO_L11P_T1_SRCC_18
U38,18,IOB_X0Y277,LIOB18_X81Y289,IO_L11N_T1_SRCC_18
U39,18,IOB_X0Y276,LIOB18_X81Y287,IO_L12P_T1_MRCC_18
T39,18,IOB_X0Y275,LIOB18_X81Y287,IO_L12N_T1_MRCC_18
U36,18,IOB_X0Y274,LIOB18_X81Y284,IO_L13P_T2_MRCC_18
T37,18,IOB_X0Y273,LIOB18_X81Y284,IO_L13N_T2_MRCC_18
V35,18,IOB_X0Y272,LIOB18_X81Y282,IO_L14P_T2_SRCC_18
V36,18,IOB_X0Y271,LIOB18_X81Y282,IO_L14N_T2_SRCC_18
V33,18,IOB_X0Y270,LIOB18_X81Y280,IO_L15P_T2_DQS_18
V34,18,IOB_X0Y269,LIOB18_X81Y280,IO_L15N_T2_DQS_18
W36,18,IOB_X0Y268,LIOB18_X81Y278,IO_L16P_T2_18
W37,18,IOB_X0Y267,LIOB18_X81Y278,IO_L16N_T2_18
U32,18,IOB_X0Y266,LIOB18_X81Y276,IO_L17P_T2_18
U33,18,IOB_X0Y265,LIOB18_X81Y276,IO_L17N_T2_18
W32,18,IOB_X0Y264,LIOB18_X81Y274,IO_L18P_T2_18
W33,18,IOB_X0Y263,LIOB18_X81Y274,IO_L18N_T2_18
V39,18,IOB_X0Y262,LIOB18_X81Y272,IO_L19P_T3_18
V40,18,IOB_X0Y261,LIOB18_X81Y272,IO_L19N_T3_VREF_18
T40,18,IOB_X0Y260,LIOB18_X81Y270,IO_L20P_T3_18
T41,18,IOB_X0Y259,LIOB18_X81Y270,IO_L20N_T3_18
W41,18,IOB_X0Y258,LIOB18_X81Y268,IO_L21P_T3_DQS_18
W42,18,IOB_X0Y257,LIOB18_X81Y268,IO_L21N_T3_DQS_18
U41,18,IOB_X0Y256,LIOB18_X81Y266,IO_L22P_T3_18
T42,18,IOB_X0Y255,LIOB18_X81Y266,IO_L22N_T3_18
W38,18,IOB_X0Y254,LIOB18_X81Y264,IO_L23P_T3_18
V38,18,IOB_X0Y253,LIOB18_X81Y264,IO_L23N_T3_18
V41,18,IOB_X0Y252,LIOB18_X81Y262,IO_L24P_T3_18
U42,18,IOB_X0Y251,LIOB18_X81Y262,IO_L24N_T3_18
W35,18,IOB_X0Y250,LIOB18_SING_X81Y261,IO_25_VRP_18
L36,19,IOB_X0Y349,LIOB18_SING_X81Y363,IO_0_VRN_19
E40,19,IOB_X0Y348,LIOB18_X81Y361,IO_L1P_T0_19
D40,19,IOB_X0Y347,LIOB18_X81Y361,IO_L1N_T0_19
A40,19,IOB_X0Y346,LIOB18_X81Y359,IO_L2P_T0_19
A41,19,IOB_X0Y345,LIOB18_X81Y359,IO_L2N_T0_19
D41,19,IOB_X0Y344,LIOB18_X81Y357,IO_L3P_T0_DQS_19
D42,19,IOB_X0Y343,LIOB18_X81Y357,IO_L3N_T0_DQS_19
B41,19,IOB_X0Y342,LIOB18_X81Y355,IO_L4P_T0_19
B42,19,IOB_X0Y341,LIOB18_X81Y355,IO_L4N_T0_19
F42,19,IOB_X0Y340,LIOB18_X81Y353,IO_L5P_T0_19
E42,19,IOB_X0Y339,LIOB18_X81Y353,IO_L5N_T0_19
C40,19,IOB_X0Y338,LIOB18_X81Y351,IO_L6P_T0_19
C41,19,IOB_X0Y337,LIOB18_X81Y351,IO_L6N_T0_VREF_19
H40,19,IOB_X0Y336,LIOB18_X81Y349,IO_L7P_T1_19
H41,19,IOB_X0Y335,LIOB18_X81Y349,IO_L7N_T1_19
H39,19,IOB_X0Y334,LIOB18_X81Y347,IO_L8P_T1_19
G39,19,IOB_X0Y333,LIOB18_X81Y347,IO_L8N_T1_19
G41,19,IOB_X0Y332,LIOB18_X81Y345,IO_L9P_T1_DQS_19
G42,19,IOB_X0Y331,LIOB18_X81Y345,IO_L9N_T1_DQS_19
F40,19,IOB_X0Y330,LIOB18_X81Y343,IO_L10P_T1_19
F41,19,IOB_X0Y329,LIOB18_X81Y343,IO_L10N_T1_19
J40,19,IOB_X0Y328,LIOB18_X81Y341,IO_L11P_T1_SRCC_19
J41,19,IOB_X0Y327,LIOB18_X81Y341,IO_L11N_T1_SRCC_19
K39,19,IOB_X0Y326,LIOB18_X81Y339,IO_L12P_T1_MRCC_19
K40,19,IOB_X0Y325,LIOB18_X81Y339,IO_L12N_T1_MRCC_19
L39,19,IOB_X0Y324,LIOB18_X81Y336,IO_L13P_T2_MRCC_19
