pin,bank,site,tile,pin_function
W30,14,IOB_X0Y187,LIOB33_X0Y187,IO_L6N_T0_D08_VREF_14
V25,14,IOB_X0Y186,LIOB33_X0Y185,IO_L7P_T1_D09_14
W25,14,IOB_X0Y185,LIOB33_X0Y185,IO_L7N_T1_D10_14
V29,14,IOB_X0Y184,LIOB33_X0Y183,IO_L8P_T1_D11_14
W29,14,IOB_X0Y183,LIOB33_X0Y183,IO_L8N_T1_D12_14
V27,14,IOB_X0Y182,LIOB33_X0Y181,IO_L9P_T1_DQS_14
V28,14,IOB_X0Y181,LIOB33_X0Y181,IO_L9N_T1_DQS_D13_14
W24,14,IOB_X0Y180,LIOB33_X0Y179,IO_L10P_T1_D14_14
Y24,14,IOB_X0Y179,LIOB33_X0Y179,IO_L10N_T1_D15_14
W26,14,IOB_X0Y178,LIOB33_X0Y177,IO_L11P_T1_SRCC_14
W27,14,IOB_X0Y177,LIOB33_X0Y177,IO_L11N_T1_SRCC_14
Y26,14,IOB_X0Y176,LIOB33_X0Y175,IO_L12P_T1_MRCC_14
Y27,14,IOB_X0Y175,LIOB33_X0Y175,IO_L12N_T1_MRCC_14
AA28,14,IOB_X0Y174,LIOB33_X0Y173,IO_L13P_T2_MRCC_14
AA29,14,IOB_X0Y173,LIOB33_X0Y173,IO_L13N_T2_MRCC_14
Y28,14,IOB_X0Y172,LIOB33_X0Y171,IO_L14P_T2_SRCC_14
Y29,14,IOB_X0Y171,LIOB33_X0Y171,IO_L14N_T2_SRCC_14
AB30,14,IOB_X0Y170,LIOB33_X0Y169,IO_L15P_T2_DQS_RDWR_B_14
AB31,14,IOB_X0Y169,LIOB33_X0Y169,IO_L15N_T2_DQS_DOUT_CSO_B_14
Y31,14,IOB_X0Y168,LIOB33_X0Y167,IO_L16P_T2_CSI_B_14
Y32,14,IOB_X0Y167,LIOB33_X0Y167,IO_L16N_T2_A15_D31_14
AB32,14,IOB_X0Y166,LIOB33_X0Y165,IO_L17P_T2_A14_D30_14
AB33,14,IOB_X0Y165,LIOB33_X0Y165,IO_L17N_T2_A13_D29_14
AA30,14,IOB_X0Y164,LIOB33_X0Y163,IO_L18P_T2_A12_D28_14
AA31,14,IOB_X0Y163,LIOB33_X0Y163,IO_L18N_T2_A11_D27_14
AA26,14,IOB_X0Y162,LIOB33_X0Y161,IO_L19P_T3_A10_D26_14
AB26,14,IOB_X0Y161,LIOB33_X0Y161,IO_L19N_T3_A09_D25_VREF_14
AB27,14,IOB_X0Y160,LIOB33_X0Y159,IO_L20P_T3_A08_D24_14
AB28,14,IOB_X0Y159,LIOB33_X0Y159,IO_L20N_T3_A07_D23_14
AA25,14,IOB_X0Y158,LIOB33_X0Y157,IO_L21P_T3_DQS_14
AB25,14,IOB_X0Y157,LIOB33_X0Y157,IO_L21N_T3_DQS_A06_D22_14
AC27,14,IOB_X0Y156,LIOB33_X0Y155,IO_L22P_T3_A05_D21_14
AD27,14,IOB_X0Y155,LIOB33_X0Y155,IO_L22N_T3_A04_D20_14
AC28,14,IOB_X0Y154,LIOB33_X0Y153,IO_L23P_T3_A03_D19_14
AC29,14,IOB_X0Y153,LIOB33_X0Y153,IO_L23N_T3_A02_D18_14
AC25,14,IOB_X0Y152,LIOB33_X0Y151,IO_L24P_T3_A01_D17_14
AD26,14,IOB_X0Y151,LIOB33_X0Y151,IO_L24N_T3_A00_D16_14
AC24,14,IOB_X0Y150,LIOB33_SING_X0Y150,IO_25_14
T24,15,IOB_X0Y249,LIOB33_SING_X0Y249,IO_0_15
N28,15,IOB_X0Y248,LIOB33_X0Y247,IO_L1P_T0_AD0P_15
M28,15,IOB_X0Y247,LIOB33_X0Y247,IO_L1N_T0_AD0N_15
P29,15,IOB_X0Y246,LIOB33_X0Y245,IO_L2P_T0_AD8P_15
N29,15,IOB_X0Y245,LIOB33_X0Y245,IO_L2N_T0_AD8N_15
P27,15,IOB_X0Y244,LIOB33_X0Y243,IO_L3P_T0_DQS_AD1P_15
N27,15,IOB_X0Y243,LIOB33_X0Y243,IO_L3N_T0_DQS_AD1N_15
N24,15,IOB_X0Y242,LIOB33_X0Y241,IO_L4P_T0_AD9P_15
N25,15,IOB_X0Y241,LIOB33_X0Y241,IO_L4N_T0_AD9N_15
P25,15,IOB_X0Y240,LIOB33_X0Y239,IO_L5P_T0_AD2P_15
P26,15,IOB_X0Y239,LIOB33_X0Y239,IO_L5N_T0_AD2N_15
R24,15,IOB_X0Y238,LIOB33_X0Y237,IO_L6P_T0_15
P24,15,IOB_X0Y237,LIOB33_X0Y237,IO_L6N_T0_VREF_15
R26,15,IOB_X0Y236,LIOB33_X0Y235,IO_L7P_T1_AD10P_15
R27,15,IOB_X0Y235,LIOB33_X0Y235,IO_L7N_T1_AD10N_15
T25,15,IOB_X0Y234,LIOB33_X0Y233,IO_L8P_T1_AD3P_15
T26,15,IOB_X0Y233,LIOB33_X0Y233,IO_L8N_T1_AD3N_15
U25,15,IOB_X0Y232,LIOB33_X0Y231,IO_L9P_T1_DQS_AD11P_15
U26,15,IOB_X0Y231,LIOB33_X0Y231,IO_L9N_T1_DQS_AD11N_15
U27,15,IOB_X0Y230,LIOB33_X0Y229,IO_L10P_T1_AD4P_15
U28,15,IOB_X0Y229,LIOB33_X0Y229,IO_L10N_T1_AD4N_15
T28,15,IOB_X0Y228,LIOB33_X0Y227,IO_L11P_T1_SRCC_AD12P_15
T29,15,IOB_X0Y227,LIOB33_X0Y227,IO_L11N_T1_SRCC_AD12N_15
R28,15,IOB_X0Y226,LIOB33_X0Y225,IO_L12P_T1_MRCC_AD5P_15
R29,15,IOB_X0Y225,LIOB33_X0Y225,IO_L12N_T1_MRCC_AD5N_15
R31,15,IOB_X0Y224,LIOB33_X0Y223,IO_L13P_T2_MRCC_15
P31,15,IOB_X0Y223,LIOB33_X0Y223,IO_L13N_T2_MRCC_15
P30,15,IOB_X0Y222,LIOB33_X0Y221,IO_L14P_T2_SRCC_15
N30,15,IOB_X0Y221,LIOB33_X0Y221,IO_L14N_T2_SRCC_15
M30,15,IOB_X0Y220,LIOB33_X0Y219,IO_L15P_T2_DQS_15
M31,15,IOB_X0Y219,LIOB33_X0Y219,IO_L15N_T2_DQS_ADV_B_15
N32,15,IOB_X0Y218,LIOB33_X0Y217,IO_L16P_T2_A28_15
M32,15,IOB_X0Y217,LIOB33_X0Y217,IO_L16N_T2_A27_15
N33,15,IOB_X0Y216,LIOB33_X0Y215,IO_L17P_T2_A26_15
M33,15,IOB_X0Y215,LIOB33_X0Y215,IO_L17N_T2_A25_15
P34,15,IOB_X0Y214,LIOB33_X0Y213,IO_L18P_T2_A24_15
N34,15,IOB_X0Y213,LIOB33_X0Y213,IO_L18N_T2_A23_15
U30,15,IOB_X0Y212,LIOB33_X0Y211,IO_L19P_T3_A22_15
U31,15,IOB_X0Y211,LIOB33_X0Y211,IO_L19N_T3_A21_VREF_15
T30,15,IOB_X0Y210,LIOB33_X0Y209,IO_L20P_T3_A20_15
T31,15,IOB_X0Y209,LIOB33_X0Y209,IO_L20N_T3_A19_15
U32,15,IOB_X0Y208,LIOB33_X0Y207,IO_L21P_T3_DQS_15
U33,15,IOB_X0Y207,LIOB33_X0Y207,IO_L21N_T3_DQS_A18_15
R32,15,IOB_X0Y206,LIOB33_X0Y205,IO_L22P_T3_A17_15
P32,15,IOB_X0Y205,LIOB33_X0Y205,IO_L22N_T3_A16_15
T33,15,IOB_X0Y204,LIOB33_X0Y203,IO_L23P_T3_FOE_B_15
T34,15,IOB_X0Y203,LIOB33_X0Y203,IO_L23N_T3_FWE_B_15
R33,15,IOB_X0Y202,LIOB33_X0Y201,IO_L24P_T3_RS1_15
R34,15,IOB_X0Y201,LIOB33_X0Y201,IO_L24N_T3_RS0_15
V24,15,IOB_X0Y200,LIOB33_SING_X0Y200,IO_25_15
J29,16,IOB_X0Y299,LIOB33_SING_X0Y299,IO_0_16
A29,16,IOB_X0Y298,LIOB33_X0Y297,IO_L1P_T0_16
A30,16,IOB_X0Y297,LIOB33_X0Y297,IO_L1N_T0_16
B30,16,IOB_X0Y296,LIOB33_X0Y295,IO_L2P_T0_16
A31,16,IOB_X0Y295,LIOB33_X0Y295,IO_L2N_T0_16
B31,16,IOB_X0Y294,LIOB33_X0Y293,IO_L3P_T0_DQS_16
B32,16,IOB_X0Y293,LIOB33_X0Y293,IO_L3N_T0_DQS_16
B33,16,IOB_X0Y292,LIOB33_X0Y291,IO_L4P_T0_16
A33,16,IOB_X0Y291,LIOB33_X0Y291,IO_L4N_T0_16
C32,16,IOB_X0Y290,LIOB33_X0Y289,IO_L5P_T0_16
C33,16,IOB_X0Y289,LIOB33_X0Y289,IO_L5N_T0_16
C29,16,IOB_X0Y288,LIOB33_X0Y287,IO_L6P_T0_16
C30,16,IOB_X0Y287,LIOB33_X0Y287,IO_L6N_T0_VREF_16
D29,16,IOB_X0Y286,LIOB33_X0Y285,IO_L7P_T1_16
D30,16,IOB_X0Y285,LIOB33_X0Y285,IO_L7N_T1_16
F34,16,IOB_X0Y284,LIOB33_X0Y283,IO_L8P_T1_16
E34,16,IOB_X0Y283,LIOB33_X0Y283,IO_L8N_T1_16
D34,16,IOB_X0Y282,LIOB33_X0Y281,IO_L9P_T1_DQS_16
C34,16,IOB_X0Y281,LIOB33_X0Y281,IO_L9N_T1_DQS_16
F33,16,IOB_X0Y280,LIOB33_X0Y279,IO_L10P_T1_16
E33,16,IOB_X0Y279,LIOB33_X0Y279,IO_L10N_T1_16
E31,16,IOB_X0Y278,LIOB33_X0Y277,IO_L11P_T1_SRCC_16
D31,16,IOB_X0Y277,LIOB33_X0Y277,IO_L11N_T1_SRCC_16
E32,16,IOB_X0Y276,LIOB33_X0Y275,IO_L12P_T1_MRCC_16
D32,16,IOB_X0Y275,LIOB33_X0Y275,IO_L12N_T1_MRCC_16
G30,16,IOB_X0Y274,LIOB33_X0Y273,IO_L13P_T2_MRCC_16
F30,16,IOB_X0Y273,LIOB33_X0Y273,IO_L13N_T2_MRCC_16
G31,16,IOB_X0Y272,LIOB33_X0Y271,IO_L14P_T2_SRCC_16
F31,16,IOB_X0Y271,LIOB33_X0Y271,IO_L14N_T2_SRCC_16
H29,16,IOB_X0Y270,LIOB33_X0Y269,IO_L15P_T2_DQS_16
H30,16,IOB_X0Y269,LIOB33_X0Y269,IO_L15N_T2_DQS_16
F29,16,IOB_X0Y268,LIOB33_X0Y267,IO_L16P_T2_16
E29,16,IOB_X0Y267,LIOB33_X0Y267,IO_L16N_T2_16
H32,16,IOB_X0Y266,LIOB33_X0Y265,IO_L17P_T2_16
G32,16,IOB_X0Y265,LIOB33_X0Y265,IO_L17N_T2_16
H33,16,IOB_X0Y264,LIOB33_X0Y263,IO_L18P_T2_16
G33,16,IOB_X0Y263,LIOB33_X0Y263,IO_L18N_T2_16
J30,16,IOB_X0Y262,LIOB33_X0Y261,IO_L19P_T3_16
J31,16,IOB_X0Y261,LIOB33_X0Y261,IO_L19N_T3_VREF_16
L31,16,IOB_X0Y260,LIOB33_X0Y259,IO_L20P_T3_16
K31,16,IOB_X0Y259,LIOB33_X0Y259,IO_L20N_T3_16
K32,16,IOB_X0Y258,LIOB33_X0Y257,IO_L21P_T3_DQS_16
J32,16,IOB_X0Y257,LIOB33_X0Y257,IO_L21N_T3_DQS_16
L33,16,IOB_X0Y256,LIOB33_X0Y255,IO_L22P_T3_16
K33,16,IOB_X0Y255,LIOB33_X0Y255,IO_L22N_T3_16
L34,16,IOB_X0Y254,LIOB33_X0Y253,IO_L23P_T3_16
K34,16,IOB_X0Y253,LIOB33_X0Y253,IO_L23N_T3_16
J34,16,IOB_X0Y252,LIOB33_X0Y251,IO_L24P_T3_16
H34,16,IOB_X0Y251,LIOB33_X0Y251,IO_L24N_T3_16
L30,16,IOB_X0Y250,LIOB33_SING_X0Y250,IO_25_16
H23,17,IOB_X0Y349,LIOB33_SING_X0Y349,IO_0_17
C24,17,IOB_X0Y348,LIOB33_X0Y347,IO_L1P_T0_17
C25,17,IOB_X0Y347,LIOB33_X0Y347,IO_L1N_T0_17
A24,17,IOB_X0Y346,LIOB33_X0Y345,IO_L2P_T0_17
A25,17,IOB_X0Y345,LIOB33_X0Y345,IO_L2N_T0_17
B25,17,IOB_X0Y344,LIOB33_X0Y343,IO_L3P_T0_DQS_17
A26,17,IOB_X0Y343,LIOB33_X0Y343,IO_L3N_T0_DQS_17
B26,17,IOB_X0Y342,LIOB33_X0Y341,IO_L4P_T0_17
B27,17,IOB_X0Y341,LIOB33_X0Y341,IO_L4N_T0_17
B28,17,IOB_X0Y340,LIOB33_X0Y339,IO_L5P_T0_17
A28,17,IOB_X0Y339,LIOB33_X0Y339,IO_L5N_T0_17
C27,17,IOB_X0Y338,LIOB33_X0Y337,IO_L6P_T0_17
C28,17,IOB_X0Y337,LIOB33_X0Y337,IO_L6N_T0_VREF_17
F24,17,IOB_X0Y336,LIOB33_X0Y335,IO_L7P_T1_17
E24,17,IOB_X0Y335,LIOB33_X0Y335,IO_L7N_T1_17
D26,17,IOB_X0Y334,LIOB33_X0Y333,IO_L8P_T1_17
D27,17,IOB_X0Y333,LIOB33_X0Y333,IO_L8N_T1_17
D24,17,IOB_X0Y332,LIOB33_X0Y331,IO_L9P_T1_DQS_17
D25,17,IOB_X0Y331,LIOB33_X0Y331,IO_L9N_T1_DQS_17
F28,17,IOB_X0Y330,LIOB33_X0Y329,IO_L10P_T1_17
E28,17,IOB_X0Y329,LIOB33_X0Y329,IO_L10N_T1_17
F25,17,IOB_X0Y328,LIOB33_X0Y327,IO_L11P_T1_SRCC_17
F26,17,IOB_X0Y327,LIOB33_X0Y327,IO_L11N_T1_SRCC_17
E26,17,IOB_X0Y326,LIOB33_X0Y325,IO_L12P_T1_MRCC_17
E27,17,IOB_X0Y325,LIOB33_X0Y325,IO_L12N_T1_MRCC_17
H27,17,IOB_X0Y324,LIOB33_X0Y323,IO_L13P_T2_MRCC_17
G27,17,IOB_X0Y323,LIOB33_X0Y323,IO_L13N_T2_MRCC_17
G25,17,IOB_X0Y322,LIOB33_X0Y321,IO_L14P_T2_SRCC_17
